atemp,atemp_c,casual,cnt,data_level,day_type,demand_level,dteday,holiday,hr,hum,humidity_pct,mnth,registered,season,season_label,temp,temp_c,weather_label,weathersit,weekday,weekday_label,windspeed,windspeed_kmh,workingday,year,yr
0.6667,33.335,30,92,hourly,Non-Hari Kerja,,2011-08-21,0,8,0.79,79.0,8,62,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,0,Minggu,0.2239,15.001299999999999,0,2011,0
0.697,34.849999999999994,80,231,hourly,Non-Hari Kerja,,2011-08-21,0,9,0.74,74.0,8,151,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,0,Minggu,0.2239,15.001299999999999,0,2011,0
0.7121,35.605,97,274,hourly,Non-Hari Kerja,,2011-08-21,0,10,0.74,74.0,8,177,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,0,Minggu,0.2537,16.997899999999998,0,2011,0
0.7879,39.395,132,313,hourly,Non-Hari Kerja,,2011-08-21,0,11,0.63,63.0,8,181,3,Musim Gugur,0.8,32.800000000000004,Cerah/Berawan Sebagian,1,0,Minggu,0.2836,19.0012,0,2011,0
0.803,40.150000000000006,135,374,hourly,Non-Hari Kerja,,2011-08-21,0,12,0.59,59.0,8,239,3,Musim Gugur,0.82,33.62,Cerah/Berawan Sebagian,1,0,Minggu,0.2836,19.0012,0,2011,0
0.7727,38.635000000000005,94,310,hourly,Non-Hari Kerja,,2011-08-21,0,13,0.59,59.0,8,216,3,Musim Gugur,0.8,32.800000000000004,Cerah/Berawan Sebagian,1,0,Minggu,0.4179,27.999299999999998,0,2011,0
0.6667,33.335,78,235,hourly,Non-Hari Kerja,,2011-08-21,0,14,0.79,79.0,8,157,3,Musim Gugur,0.7,28.7,Hujan/Salju Ringan,3,0,Minggu,0.3881,26.0027,0,2011,0
0.6667,33.335,17,68,hourly,Non-Hari Kerja,,2011-08-21,0,15,0.84,84.0,8,51,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,0,Minggu,0.2836,19.0012,0,2011,0
0.697,34.849999999999994,97,258,hourly,Non-Hari Kerja,,2011-08-21,0,16,0.79,79.0,8,161,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,0,Minggu,0.1642,11.0014,0,2011,0
0.697,34.849999999999994,91,270,hourly,Non-Hari Kerja,,2011-08-21,0,17,0.79,79.0,8,179,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,0,Minggu,0.1343,8.9981,0,2011,0
0.697,34.849999999999994,96,311,hourly,Non-Hari Kerja,,2011-08-21,0,18,0.79,79.0,8,215,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,0,Minggu,0.2537,16.997899999999998,0,2011,0
0.6818,34.089999999999996,81,282,hourly,Non-Hari Kerja,,2011-08-21,0,19,0.7,70.0,8,201,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,0,Minggu,0.2537,16.997899999999998,0,2011,0
0.6667,33.335,41,181,hourly,Non-Hari Kerja,,2011-08-21,0,20,0.79,79.0,8,140,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,0,Minggu,0.2537,16.997899999999998,0,2011,0
0.6667,33.335,45,138,hourly,Non-Hari Kerja,,2011-08-21,0,21,0.79,79.0,8,93,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,0,Minggu,0.2537,16.997899999999998,0,2011,0
0.6667,33.335,37,134,hourly,Non-Hari Kerja,,2011-08-21,0,22,0.79,79.0,8,97,3,Musim Gugur,0.7,28.7,Berkabut/Berawan,2,0,Minggu,0.194,12.998000000000001,0,2011,0
0.6667,33.335,20,68,hourly,Non-Hari Kerja,,2011-08-21,0,23,0.74,74.0,8,48,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,0,Minggu,0.1642,11.0014,0,2011,0
0.6364,31.819999999999997,18,40,hourly,Hari Kerja,,2011-08-22,0,0,0.79,79.0,8,22,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,1,Senin,0.1642,11.0014,1,2011,0
0.6364,31.819999999999997,8,21,hourly,Hari Kerja,,2011-08-22,0,1,0.79,79.0,8,13,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,1,Senin,0.0896,6.0032,1,2011,0
0.6515,32.574999999999996,2,8,hourly,Hari Kerja,,2011-08-22,0,2,0.65,65.0,8,6,3,Musim Gugur,0.7,28.7,Berkabut/Berawan,2,1,Senin,0.1045,7.0015,1,2011,0
0.6515,32.574999999999996,0,5,hourly,Hari Kerja,,2011-08-22,0,3,0.65,65.0,8,5,3,Musim Gugur,0.7,28.7,Hujan/Salju Ringan,3,1,Senin,0.1343,8.9981,1,2011,0
0.6364,31.819999999999997,2,12,hourly,Hari Kerja,,2011-08-22,0,4,0.65,65.0,8,10,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,1,Senin,0.194,12.998000000000001,1,2011,0
0.6212,31.06,1,24,hourly,Hari Kerja,,2011-08-22,0,5,0.65,65.0,8,23,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.3582,23.9994,1,2011,0
0.6212,31.06,6,112,hourly,Hari Kerja,,2011-08-22,0,6,0.61,61.0,8,106,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.2985,19.999499999999998,1,2011,0
0.6212,31.06,11,281,hourly,Hari Kerja,,2011-08-22,0,7,0.61,61.0,8,270,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.3284,22.0028,1,2011,0
0.6212,31.06,20,351,hourly,Hari Kerja,,2011-08-22,0,8,0.61,61.0,8,331,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.3284,22.0028,1,2011,0
0.6364,31.819999999999997,36,187,hourly,Hari Kerja,,2011-08-22,0,9,0.54,54.0,8,151,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,1,Senin,0.2537,16.997899999999998,1,2011,0
0.6515,32.574999999999996,36,121,hourly,Hari Kerja,,2011-08-22,0,10,0.48,48.0,8,85,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,1,Senin,0.2836,19.0012,1,2011,0
0.6515,32.574999999999996,46,131,hourly,Hari Kerja,,2011-08-22,0,11,0.34,34.0,8,85,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,1,Senin,0.3284,22.0028,1,2011,0
0.6515,32.574999999999996,54,207,hourly,Hari Kerja,,2011-08-22,0,12,0.35,35.0,8,153,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,1,Senin,0.3881,26.0027,1,2011,0
0.6515,32.574999999999996,47,205,hourly,Hari Kerja,,2011-08-22,0,13,0.3,30.0,8,158,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,1,Senin,0.4627,31.0009,1,2011,0
0.6515,32.574999999999996,88,225,hourly,Hari Kerja,,2011-08-22,0,14,0.3,30.0,8,137,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,1,Senin,0.3881,26.0027,1,2011,0
0.6515,32.574999999999996,72,199,hourly,Hari Kerja,,2011-08-22,0,15,0.3,30.0,8,127,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,1,Senin,0.2985,19.999499999999998,1,2011,0
0.6515,32.574999999999996,66,320,hourly,Hari Kerja,,2011-08-22,0,16,0.3,30.0,8,254,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,1,Senin,0.3881,26.0027,1,2011,0
0.6515,32.574999999999996,82,591,hourly,Hari Kerja,,2011-08-22,0,17,0.27,27.0,8,509,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,1,Senin,0.3284,22.0028,1,2011,0
0.6515,32.574999999999996,72,609,hourly,Hari Kerja,,2011-08-22,0,18,0.28,28.000000000000004,8,537,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,1,Senin,0.2985,19.999499999999998,1,2011,0
0.6364,31.819999999999997,66,416,hourly,Hari Kerja,,2011-08-22,0,19,0.3,30.0,8,350,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,1,Senin,0.2836,19.0012,1,2011,0
0.6212,31.06,21,268,hourly,Hari Kerja,,2011-08-22,0,20,0.34,34.0,8,247,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.194,12.998000000000001,1,2011,0
0.6212,31.06,28,208,hourly,Hari Kerja,,2011-08-22,0,21,0.38,38.0,8,180,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.194,12.998000000000001,1,2011,0
0.6212,31.06,32,153,hourly,Hari Kerja,,2011-08-22,0,22,0.38,38.0,8,121,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,1,Senin,0.2985,19.999499999999998,1,2011,0
0.6212,31.06,19,64,hourly,Hari Kerja,,2011-08-22,0,23,0.41,41.0,8,45,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,1,Senin,0.2537,16.997899999999998,1,2011,0
0.6212,31.06,13,35,hourly,Hari Kerja,,2011-08-23,0,0,0.43,43.0,8,22,3,Musim Gugur,0.6,24.599999999999998,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.5455,27.275,6,19,hourly,Hari Kerja,,2011-08-23,0,1,0.49,49.0,8,13,3,Musim Gugur,0.58,23.779999999999998,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.5303,26.515,2,6,hourly,Hari Kerja,,2011-08-23,0,2,0.52,52.0,8,4,3,Musim Gugur,0.56,22.96,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.5303,26.515,2,6,hourly,Hari Kerja,,2011-08-23,0,3,0.52,52.0,8,4,3,Musim Gugur,0.56,22.96,Cerah/Berawan Sebagian,1,2,Selasa,0.2836,19.0012,1,2011,0
0.5152,25.759999999999998,0,5,hourly,Hari Kerja,,2011-08-23,0,4,0.56,56.00000000000001,8,5,3,Musim Gugur,0.54,22.14,Cerah/Berawan Sebagian,1,2,Selasa,0.1642,11.0014,1,2011,0
0.5152,25.759999999999998,1,36,hourly,Hari Kerja,,2011-08-23,0,5,0.56,56.00000000000001,8,35,3,Musim Gugur,0.54,22.14,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.5152,25.759999999999998,3,114,hourly,Hari Kerja,,2011-08-23,0,6,0.6,60.0,8,111,3,Musim Gugur,0.54,22.14,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.6212,31.06,11,344,hourly,Hari Kerja,,2011-08-23,0,7,0.49,49.0,8,333,3,Musim Gugur,0.6,24.599999999999998,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.6212,31.06,43,504,hourly,Hari Kerja,,2011-08-23,0,8,0.5,50.0,8,461,3,Musim Gugur,0.62,25.419999999999998,Berkabut/Berawan,2,2,Selasa,0.0,0.0,1,2011,0
0.6212,31.06,34,225,hourly,Hari Kerja,,2011-08-23,0,9,0.44,44.0,8,191,3,Musim Gugur,0.66,27.060000000000002,Berkabut/Berawan,2,2,Selasa,0.0,0.0,1,2011,0
0.6364,31.819999999999997,56,148,hourly,Hari Kerja,,2011-08-23,0,10,0.37,37.0,8,92,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,2,Selasa,0.0,0.0,1,2011,0
0.6364,31.819999999999997,62,186,hourly,Hari Kerja,,2011-08-23,0,11,0.34,34.0,8,124,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,2,Selasa,0.1045,7.0015,1,2011,0
0.6364,31.819999999999997,60,237,hourly,Hari Kerja,,2011-08-23,0,12,0.39,39.0,8,177,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,2,Selasa,0.0896,6.0032,1,2011,0
0.6515,32.574999999999996,70,234,hourly,Hari Kerja,,2011-08-23,0,13,0.3,30.0,8,164,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,2,Selasa,0.1045,7.0015,1,2011,0
0.6515,32.574999999999996,149,651,hourly,Hari Kerja,,2011-08-23,0,14,0.3,30.0,8,502,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,2,Selasa,0.0896,6.0032,1,2011,0
0.6515,32.574999999999996,178,601,hourly,Hari Kerja,,2011-08-23,0,15,0.34,34.0,8,423,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,2,Selasa,0.2239,15.001299999999999,1,2011,0
0.6515,32.574999999999996,133,444,hourly,Hari Kerja,,2011-08-23,0,16,0.32,32.0,8,311,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,2,Selasa,0.1343,8.9981,1,2011,0
0.6515,32.574999999999996,133,472,hourly,Hari Kerja,,2011-08-23,0,17,0.34,34.0,8,339,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,2,Selasa,0.2239,15.001299999999999,1,2011,0
0.6515,32.574999999999996,98,519,hourly,Hari Kerja,,2011-08-23,0,18,0.34,34.0,8,421,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,2,Selasa,0.194,12.998000000000001,1,2011,0
0.6212,31.06,70,367,hourly,Hari Kerja,,2011-08-23,0,19,0.5,50.0,8,297,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,2,Selasa,0.2239,15.001299999999999,1,2011,0
0.6212,31.06,54,260,hourly,Hari Kerja,,2011-08-23,0,20,0.53,53.0,8,206,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,2,Selasa,0.2537,16.997899999999998,1,2011,0
0.6212,31.06,38,211,hourly,Hari Kerja,,2011-08-23,0,21,0.57,56.99999999999999,8,173,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,2,Selasa,0.0,0.0,1,2011,0
0.6212,31.06,46,191,hourly,Hari Kerja,,2011-08-23,0,22,0.57,56.99999999999999,8,145,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,2,Selasa,0.1343,8.9981,1,2011,0
0.6061,30.305,19,80,hourly,Hari Kerja,,2011-08-23,0,23,0.61,61.0,8,61,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,2,Selasa,0.1343,8.9981,1,2011,0
0.6212,31.06,9,38,hourly,Hari Kerja,,2011-08-24,0,0,0.57,56.99999999999999,8,29,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,3,Rabu,0.1343,8.9981,1,2011,0
0.6061,30.305,7,24,hourly,Hari Kerja,,2011-08-24,0,1,0.6,60.0,8,17,3,Musim Gugur,0.6,24.599999999999998,Cerah/Berawan Sebagian,1,3,Rabu,0.1045,7.0015,1,2011,0
0.5455,27.275,2,6,hourly,Hari Kerja,,2011-08-24,0,2,0.68,68.0,8,4,3,Musim Gugur,0.58,23.779999999999998,Cerah/Berawan Sebagian,1,3,Rabu,0.1343,8.9981,1,2011,0
0.5455,27.275,0,1,hourly,Hari Kerja,,2011-08-24,0,3,0.68,68.0,8,1,3,Musim Gugur,0.58,23.779999999999998,Cerah/Berawan Sebagian,1,3,Rabu,0.1343,8.9981,1,2011,0
0.5303,26.515,0,7,hourly,Hari Kerja,,2011-08-24,0,4,0.73,73.0,8,7,3,Musim Gugur,0.56,22.96,Cerah/Berawan Sebagian,1,3,Rabu,0.1045,7.0015,1,2011,0
0.5303,26.515,1,27,hourly,Hari Kerja,,2011-08-24,0,5,0.73,73.0,8,26,3,Musim Gugur,0.56,22.96,Cerah/Berawan Sebagian,1,3,Rabu,0.1045,7.0015,1,2011,0
0.5303,26.515,3,108,hourly,Hari Kerja,,2011-08-24,0,6,0.73,73.0,8,105,3,Musim Gugur,0.56,22.96,Cerah/Berawan Sebagian,1,3,Rabu,0.0,0.0,1,2011,0
0.6061,30.305,11,308,hourly,Hari Kerja,,2011-08-24,0,7,0.64,64.0,8,297,3,Musim Gugur,0.6,24.599999999999998,Cerah/Berawan Sebagian,1,3,Rabu,0.0896,6.0032,1,2011,0
0.6061,30.305,32,468,hourly,Hari Kerja,,2011-08-24,0,8,0.69,69.0,8,436,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,3,Rabu,0.1343,8.9981,1,2011,0
0.6061,30.305,44,213,hourly,Hari Kerja,,2011-08-24,0,9,0.69,69.0,8,169,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,3,Rabu,0.2537,16.997899999999998,1,2011,0
0.6515,32.574999999999996,51,146,hourly,Hari Kerja,,2011-08-24,0,10,0.58,57.99999999999999,8,95,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,3,Rabu,0.2836,19.0012,1,2011,0
0.6667,33.335,57,185,hourly,Hari Kerja,,2011-08-24,0,11,0.54,54.0,8,128,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,3,Rabu,0.2985,19.999499999999998,1,2011,0
0.6818,34.089999999999996,60,235,hourly,Hari Kerja,,2011-08-24,0,12,0.55,55.00000000000001,8,175,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,3,Rabu,0.3284,22.0028,1,2011,0
0.6818,34.089999999999996,56,236,hourly,Hari Kerja,,2011-08-24,0,13,0.48,48.0,8,180,3,Musim Gugur,0.76,31.16,Cerah/Berawan Sebagian,1,3,Rabu,0.4179,27.999299999999998,1,2011,0
0.6818,34.089999999999996,77,204,hourly,Hari Kerja,,2011-08-24,0,14,0.48,48.0,8,127,3,Musim Gugur,0.76,31.16,Cerah/Berawan Sebagian,1,3,Rabu,0.4179,27.999299999999998,1,2011,0
0.6818,34.089999999999996,63,204,hourly,Hari Kerja,,2011-08-24,0,15,0.48,48.0,8,141,3,Musim Gugur,0.76,31.16,Cerah/Berawan Sebagian,1,3,Rabu,0.4478,30.002599999999997,1,2011,0
0.697,34.849999999999994,49,271,hourly,Hari Kerja,,2011-08-24,0,16,0.52,52.0,8,222,3,Musim Gugur,0.76,31.16,Cerah/Berawan Sebagian,1,3,Rabu,0.4179,27.999299999999998,1,2011,0
0.697,34.849999999999994,83,567,hourly,Hari Kerja,,2011-08-24,0,17,0.52,52.0,8,484,3,Musim Gugur,0.76,31.16,Cerah/Berawan Sebagian,1,3,Rabu,0.3582,23.9994,1,2011,0
0.6818,34.089999999999996,102,621,hourly,Hari Kerja,,2011-08-24,0,18,0.55,55.00000000000001,8,519,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,3,Rabu,0.2985,19.999499999999998,1,2011,0
0.6818,34.089999999999996,93,440,hourly,Hari Kerja,,2011-08-24,0,19,0.55,55.00000000000001,8,347,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,3,Rabu,0.2985,19.999499999999998,1,2011,0
0.6667,33.335,45,334,hourly,Hari Kerja,,2011-08-24,0,20,0.58,57.99999999999999,8,289,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,3,Rabu,0.2985,19.999499999999998,1,2011,0
0.6515,32.574999999999996,47,236,hourly,Hari Kerja,,2011-08-24,0,21,0.61,61.0,8,189,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,3,Rabu,0.3582,23.9994,1,2011,0
0.6515,32.574999999999996,41,181,hourly,Hari Kerja,,2011-08-24,0,22,0.65,65.0,8,140,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,3,Rabu,0.3582,23.9994,1,2011,0
0.6364,31.819999999999997,16,70,hourly,Hari Kerja,,2011-08-24,0,23,0.69,69.0,8,54,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,3,Rabu,0.2985,19.999499999999998,1,2011,0
0.6364,31.819999999999997,11,52,hourly,Hari Kerja,,2011-08-25,0,0,0.74,74.0,8,41,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,4,Kamis,0.2985,19.999499999999998,1,2011,0
0.6364,31.819999999999997,4,15,hourly,Hari Kerja,,2011-08-25,0,1,0.69,69.0,8,11,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,4,Kamis,0.3881,26.0027,1,2011,0
0.6364,31.819999999999997,3,5,hourly,Hari Kerja,,2011-08-25,0,2,0.69,69.0,8,2,3,Musim Gugur,0.68,27.880000000000003,Cerah/Berawan Sebagian,1,4,Kamis,0.3881,26.0027,1,2011,0
0.6212,31.06,2,4,hourly,Hari Kerja,,2011-08-25,0,3,0.74,74.0,8,2,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,4,Kamis,0.3284,22.0028,1,2011,0
0.6061,30.305,1,7,hourly,Hari Kerja,,2011-08-25,0,4,0.78,78.0,8,6,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,4,Kamis,0.3881,26.0027,1,2011,0
0.6061,30.305,1,26,hourly,Hari Kerja,,2011-08-25,0,5,0.83,83.0,8,25,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,4,Kamis,0.4179,27.999299999999998,1,2011,0
0.6061,30.305,1,102,hourly,Hari Kerja,,2011-08-25,0,6,0.83,83.0,8,101,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,4,Kamis,0.3284,22.0028,1,2011,0
0.6364,31.819999999999997,17,313,hourly,Hari Kerja,,2011-08-25,0,7,0.79,79.0,8,296,3,Musim Gugur,0.68,27.880000000000003,Berkabut/Berawan,2,4,Kamis,0.3284,22.0028,1,2011,0
0.6667,33.335,23,484,hourly,Hari Kerja,,2011-08-25,0,8,0.74,74.0,8,461,3,Musim Gugur,0.7,28.7,Berkabut/Berawan,2,4,Kamis,0.2985,19.999499999999998,1,2011,0
0.6818,34.089999999999996,21,162,hourly,Hari Kerja,,2011-08-25,0,9,0.7,70.0,8,141,3,Musim Gugur,0.72,29.52,Berkabut/Berawan,2,4,Kamis,0.2985,19.999499999999998,1,2011,0
0.697,34.849999999999994,37,142,hourly,Hari Kerja,,2011-08-25,0,10,0.66,66.0,8,105,3,Musim Gugur,0.74,30.34,Berkabut/Berawan,2,4,Kamis,0.2985,19.999499999999998,1,2011,0
0.6667,33.335,39,151,hourly,Hari Kerja,,2011-08-25,0,11,0.79,79.0,8,112,3,Musim Gugur,0.7,28.7,Hujan/Salju Ringan,3,4,Kamis,0.0,0.0,1,2011,0
0.6667,33.335,9,41,hourly,Hari Kerja,,2011-08-25,0,12,0.79,79.0,8,32,3,Musim Gugur,0.7,28.7,Hujan/Salju Ringan,3,4,Kamis,0.0,0.0,1,2011,0
0.6667,33.335,7,37,hourly,Hari Kerja,,2011-08-25,0,13,0.79,79.0,8,30,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,4,Kamis,0.1045,7.0015,1,2011,0
0.697,34.849999999999994,27,113,hourly,Hari Kerja,,2011-08-25,0,14,0.74,74.0,8,86,3,Musim Gugur,0.72,29.52,Berkabut/Berawan,2,4,Kamis,0.0,0.0,1,2011,0
0.697,34.849999999999994,28,132,hourly,Hari Kerja,,2011-08-25,0,15,0.7,70.0,8,104,3,Musim Gugur,0.74,30.34,Berkabut/Berawan,2,4,Kamis,0.0,0.0,1,2011,0
0.7121,35.605,16,121,hourly,Hari Kerja,,2011-08-25,0,16,0.84,84.0,8,105,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,4,Kamis,0.0,0.0,1,2011,0
0.7121,35.605,28,312,hourly,Hari Kerja,,2011-08-25,0,17,0.84,84.0,8,284,3,Musim Gugur,0.72,29.52,Cerah/Berawan Sebagian,1,4,Kamis,0.0,0.0,1,2011,0
0.7121,35.605,31,408,hourly,Hari Kerja,,2011-08-25,0,18,0.84,84.0,8,377,3,Musim Gugur,0.72,29.52,Berkabut/Berawan,2,4,Kamis,0.1343,8.9981,1,2011,0
0.6061,30.305,31,272,hourly,Hari Kerja,,2011-08-25,0,19,0.78,78.0,8,241,3,Musim Gugur,0.66,27.060000000000002,Berkabut/Berawan,2,4,Kamis,0.3284,22.0028,1,2011,0
0.5909,29.544999999999998,33,225,hourly,Hari Kerja,,2011-08-25,0,20,0.78,78.0,8,192,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,4,Kamis,0.3582,23.9994,1,2011,0
0.5909,29.544999999999998,29,187,hourly,Hari Kerja,,2011-08-25,0,21,0.78,78.0,8,158,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,4,Kamis,0.2836,19.0012,1,2011,0
0.5758,28.79,21,147,hourly,Hari Kerja,,2011-08-25,0,22,0.83,83.0,8,126,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,4,Kamis,0.0,0.0,1,2011,0
0.5758,28.79,15,84,hourly,Hari Kerja,,2011-08-25,0,23,0.83,83.0,8,69,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,4,Kamis,0.0896,6.0032,1,2011,0
0.5758,28.79,9,51,hourly,Hari Kerja,,2011-08-26,0,0,0.83,83.0,8,42,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,5,Jumat,0.1343,8.9981,1,2011,0
0.5758,28.79,10,23,hourly,Hari Kerja,,2011-08-26,0,1,0.83,83.0,8,13,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,5,Jumat,0.0,0.0,1,2011,0
0.5606,28.03,4,20,hourly,Hari Kerja,,2011-08-26,0,2,0.88,88.0,8,16,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,5,Jumat,0.1343,8.9981,1,2011,0
0.5455,27.275,3,11,hourly,Hari Kerja,,2011-08-26,0,3,0.88,88.0,8,8,3,Musim Gugur,0.6,24.599999999999998,Cerah/Berawan Sebagian,1,5,Jumat,0.1045,7.0015,1,2011,0
0.5606,28.03,2,8,hourly,Hari Kerja,,2011-08-26,0,4,0.88,88.0,8,6,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,5,Jumat,0.0,0.0,1,2011,0
0.5606,28.03,3,26,hourly,Hari Kerja,,2011-08-26,0,5,0.88,88.0,8,23,3,Musim Gugur,0.62,25.419999999999998,Berkabut/Berawan,2,5,Jumat,0.0,0.0,1,2011,0
0.5606,28.03,5,105,hourly,Hari Kerja,,2011-08-26,0,6,0.88,88.0,8,100,3,Musim Gugur,0.62,25.419999999999998,Cerah/Berawan Sebagian,1,5,Jumat,0.0,0.0,1,2011,0
0.5758,28.79,3,266,hourly,Hari Kerja,,2011-08-26,0,7,0.83,83.0,8,263,3,Musim Gugur,0.64,26.240000000000002,Cerah/Berawan Sebagian,1,5,Jumat,0.0,0.0,1,2011,0
0.6061,30.305,17,404,hourly,Hari Kerja,,2011-08-26,0,8,0.83,83.0,8,387,3,Musim Gugur,0.66,27.060000000000002,Cerah/Berawan Sebagian,1,5,Jumat,0.1045,7.0015,1,2011,0
0.6667,33.335,39,230,hourly,Hari Kerja,,2011-08-26,0,9,0.74,74.0,8,191,3,Musim Gugur,0.7,28.7,Cerah/Berawan Sebagian,1,5,Jumat,0.0,0.0,1,2011,0
0.697,34.849999999999994,34,123,hourly,Hari Kerja,,2011-08-26,0,10,0.66,66.0,8,89,3,Musim Gugur,0.74,30.34,Cerah/Berawan Sebagian,1,5,Jumat,0.0896,6.0032,1,2011,0
